Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,CntryName,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,StrucType,StrucDet,IN_Address,IN_Address2,IN_Address3,IN_Neighborhood,IN_City,IN_Subregion,IN_Region,IN_Postal,IN_PostalExt,IN_CountryCode,USER_CMS_Certification_Number__CCN_,USER_Facility_Name,USER_Address_Line_1,USER_State,USER_Zip_Code,USER_County_Name,USER_Certification_Date
World,M,100.000000000000000,A,"107 Gillespie St, Hartford, Kentucky, 42347","107 Gillespie St, Hartford, KY, 42347, USA",107 Gillespie St,PointAddress,,,"107 Gillespie St, Hartford, Kentucky, 42347",,,20.000000000000000,,107,,,,,,,Gillespie,St,,,,,,,,,107 Gillespie St,,,,,Hartford,,Ohio,Kentucky,KY,,,42347,1607,USA,United States,ENG,0.000000000000000,-86.897102802478003,37.448525394988003,-86.897368424990006,37.448567136865002,-86.898368424989997,-86.896368424990001,37.447567136864997,37.449567136864999,,,,107 GILLESPIE STREET,,,,,Ohio,KY,42347,,,181518,HOSPICE OF OHIO COUNTY,107 GILLESPIE STREET,KY,42347,Ohio,11/27/1989
World,M,100.000000000000000,A,"120 Enterprise Dr, Danville, Kentucky, 40422","120 Enterprise Dr, Danville, KY, 40422, USA",120 Enterprise Dr,PointAddress,,,"120 Enterprise Dr, Danville, Kentucky, 40422",,,20.000000000000000,,120,,,,,,,Enterprise,Dr,,,,,,,,,120 Enterprise Dr,,,,,Danville,,Boyle,Kentucky,KY,,,40422,1870,USA,United States,ENG,0.000000000000000,-84.794765079764005,37.628020414909003,-84.795099517701004,37.627470226785000,-84.796099517700995,-84.794099517701000,37.626470226785003,37.628470226784998,,,,120 ENTERPRISE DRIVE,,,,,Boyle,KY,40422,,,181515,"HERITAGE HOSPICE, INC",120 ENTERPRISE DRIVE,KY,40422,Boyle,12/16/1988
World,M,100.000000000000000,A,"3419 Wathens Xing, Owensboro, Kentucky, 42301","3419 Wathens Xing, Owensboro, KY, 42301, USA",3419 Wathens Xing,PointAddress,,,"3419 Wathens Xing, Owensboro, Kentucky, 42301",,,20.000000000000000,,3419,,,,,,,Wathens,Xing,,,,,,,,,3419 Wathens Xing,,,,,Owensboro,,Daviess,Kentucky,KY,,,42301,7009,USA,United States,ENG,0.000000000000000,-87.151005066536001,37.738027571578002,-87.150858467049005,37.737694977661000,-87.151858467048996,-87.149858467049000,37.736694977661003,37.738694977660998,,,,3419 WATHENS CROSSING,,,,,Daviess,KY,42301,,,181520,HOSPICE OF WESTERN KENTUCKY,3419 WATHENS CROSSING,KY,42301,Daviess,4/25/1990
World,M,100.000000000000000,A,"711 Mcdowell Blvd, Bardstown, Kentucky, 40004","711 Mcdowell Blvd, Bardstown, KY, 40004, USA",711 Mcdowell Blvd,PointAddress,,,"711 Mcdowell Blvd, Bardstown, Kentucky, 40004",,,20.000000000000000,,711,,,,,,,Mcdowell,Blvd,,,,,,,,,711 Mcdowell Blvd,,,,,Bardstown,,Nelson,Kentucky,KY,,,40004,2651,USA,United States,ENG,0.000000000000000,-85.473275531769005,37.827924321325000,-85.473151228144999,37.827638582246003,-85.474151228145004,-85.472151228144995,37.826638582245998,37.828638582246001,,,,711 MCDOWELL BOULEVARD,,,,,Nelson,KY,40004,,,181521,KENTUCKYONE - VNA HEALTH AT HOME,711 MCDOWELL BOULEVARD,KY,40004,Nelson,8/28/1990
World,M,97.969999999999999,A,"909 Kenton Station Dr, Maysville, Kentucky, 41056","909 Kenton Station Dr, Maysville, KY, 41056, USA",909 Kenton Station Dr,PointAddress,,,"909 Kenton Station Dr, Maysville, Kentucky, 41056",,,20.000000000000000,,909,,,,,,,Kenton Station,Dr,,,,,,,,,909 Kenton Station Dr,,,,,Maysville,,Mason,Kentucky,KY,,,41056,9616,USA,United States,ENG,0.000000000000000,-83.804969854562003,38.638648106082996,-83.804711356667994,38.639024788811000,-83.805711356667999,-83.803711356668003,38.638024788811002,38.640024788810997,,,,909 KENTON STATION ROAD,,,,,Mason,KY,41056,,,181519,HOSPICE OF HOPE INC,909 KENTON STATION ROAD,KY,41056,Mason,3/2/1990
World,M,100.000000000000000,A,"220 Burley Ave, Hopkinsville, Kentucky, 42240","220 Burley Ave, Hopkinsville, KY, 42240, USA",220 Burley Ave,PointAddress,,,"220 Burley Ave, Hopkinsville, Kentucky, 42240",,,20.000000000000000,,220,,,,,,,Burley,Ave,,,,,,,,,220 Burley Ave,,,,,Hopkinsville,,Christian,Kentucky,KY,,,42240,8725,USA,United States,ENG,0.000000000000000,-87.507150539899001,36.825307759841003,-87.506966054209997,36.825604646850998,-87.507966054210002,-87.505966054210006,36.824604646851000,36.826604646851003,,,,220 BURLEY AVENUE,,,,,Christian,KY,42240,,,181525,PENNYROYAL HOSPICE INC,220 BURLEY AVENUE,KY,42240,Christian,2/18/1992
World,M,93.900000000000006,A,"S Mayo Trl, Pikeville, Kentucky, 41501","S Mayo Trl, Pikeville, KY, 41501, USA",S Mayo Trl,StreetName,,,"S Mayo Trl, Pikeville, Kentucky, 41501",,,20.000000000000000,,,,,,,S,,Mayo,Trl,,,,,,,,,S Mayo Trl,,,,,Pikeville,,Pike,Kentucky,KY,,,41501,,USA,United States,ENG,0.000000000000000,-82.533823700689993,37.469642677762998,-82.533823700689993,37.469642677762998,-82.534823700689998,-82.532823700690003,37.468642677763000,37.470642677763003,1414,,,1414 SOUTH MAYO TRAIL,,,,,Pike,KY,41502,,,181524,APPALACHIAN HOSPICE CARE,1414 SOUTH MAYO TRAIL,KY,41502,Pike,4/25/1991
World,M,100.000000000000000,A,"2410 S Green St, Henderson, Kentucky, 42420","2410 S Green St, Henderson, KY, 42420, USA",2410 S Green St,PointAddress,,,"2410 S Green St, Henderson, Kentucky, 42420",,,20.000000000000000,,2410,,,,,S,,Green,St,,,,,,,,,2410 S Green St,,,,,Henderson,,Henderson County,Kentucky,KY,,,42420,4621,USA,United States,ENG,0.000000000000000,-87.643720827831004,37.801464329380998,-87.643541706560001,37.800979771559000,-87.644541706560005,-87.642541706559996,37.799979771559002,37.801979771558997,,Commercial,Office,2410 SOUTH GREEN STREET,,,,,Henderson,KY,42420,,,181517,ST ANTHONY'S HOSPICE INC,2410 SOUTH GREEN STREET,KY,42420,Henderson,10/30/1989
World,M,100.000000000000000,A,"418 N Scott St, Madisonville, Kentucky, 42431","418 N Scott St, Madisonville, KY, 42431, USA",418 N Scott St,PointAddress,,,"418 N Scott St, Madisonville, Kentucky, 42431",,,20.000000000000000,,418,,,,,N,,Scott,St,,,,,,,,,418 N Scott St,,,,,Madisonville,,Hopkins,Kentucky,KY,,,42431,1739,USA,United States,ENG,0.000000000000000,-87.494287503647996,37.334331058586997,-87.494146268579001,37.334302727754000,-87.495146268579006,-87.493146268578997,37.333302727754003,37.335302727753998,,Commercial,,418 NORTH SCOTT STREET,,,,,Hopkins,KY,42431,,,181527,BAPTIST HEALTH HOSPICE,418 NORTH SCOTT STREET,KY,42431,Hopkins,5/19/1993
World,M,100.000000000000000,A,"57 Dennis Sandlin Md Cv, Hazard, Kentucky, 41701","57 Dennis Sandlin Md Cv, Hazard, KY, 41701, USA",57 Dennis Sandlin Md Cv,PointAddress,,,"57 Dennis Sandlin Md Cv, Hazard, Kentucky, 41701",,,20.000000000000000,,57,,,,,,,Dennis Sandlin Md,Cv,,,,,,,,,57 Dennis Sandlin Md Cv,,,,,Hazard,,Perry,Kentucky,KY,,,41701,1552,USA,United States,ENG,0.000000000000000,-83.230779647469006,37.274265627970003,-83.230748634427002,37.274105449799997,-83.231748634427007,-83.229748634426997,37.273105449799999,37.275105449800002,,,,"57 DENNIS SANDLIN, MD COVE",,,,,Perry,KY,41701,,,181526,MOUNTAIN COMMUNITY HOSPICE DBA BLUEGRASS CARE NAVI,"57 DENNIS SANDLIN, MD COVE",KY,41701,Perry,6/19/1992
World,M,99.750000000000000,A,"1959 State Route 94 W, Murray, Kentucky, 42071","1959 State Route 94 W, Murray, KY, 42071, USA",1959 State Route 94 W,PointAddress,,,"1959 State Route 94 W, Murray, Kentucky, 42071",,,20.000000000000000,,1959,,,,,,,State Route 94,,W,,,,,,,,1959 State Route 94 W,,,,,Murray,,Calloway,Kentucky,KY,,,42071,4748,USA,United States,ENG,0.000000000000000,-88.349557792930995,36.605527846424003,-88.349456120444998,36.604700720219000,-88.350456120445003,-88.348456120444993,36.603700720219003,36.605700720218998,,,,1959 STATE ROUTE 94W,,,,,Calloway,KY,42071,,,181523,MURRAY CALLOWAY COUNTY HOSPITAL HOSPICE,1959 STATE ROUTE 94W,KY,42071,Calloway,3/19/1991
World,M,100.000000000000000,A,"1035 Margaret Pl, Shreveport, Louisiana, 71101","1035 Margaret Pl, Shreveport, LA, 71101, USA",1035 Margaret Pl,PointAddress,,,"1035 Margaret Pl, Shreveport, Louisiana, 71101",,,20.000000000000000,,1035,,,,,,,Margaret,Pl,,,,,,,,,1035 Margaret Pl,,,,,Shreveport,,Caddo,Louisiana,LA,,,71101,4315,USA,United States,ENG,0.000000000000000,-93.753983990175001,32.496043579884002,-93.753983990175001,32.495743591569003,-93.754983990175006,-93.752983990174997,32.494743591568998,32.496743591569000,,Residential,Multifamily,1035 MARGARET PLACE,,,,,Caddo,LA,71101,,,191504,CHRISTUS HOSPICE&PALLIATIVE CARE-SCHUMPERT,1035 MARGARET PLACE,LA,71101,Caddo,2/3/1986
World,M,100.000000000000000,A,"2600 Johnston St, Suite 200, Lafayette, Louisiana, 70503","2600 Johnston St, Suite 200, Lafayette, LA, 70503, USA","2600 Johnston St, Suite 200",Subaddress,,,"2600 Johnston St, Suite 200, Lafayette, Louisiana, 70503",,,20.000000000000000,,2600,,,,,,,Johnston,St,,,,,,Suite,200,Suite 200,2600 Johnston St,,,,,Lafayette,,Lafayette Parish,Louisiana,LA,,,70503,3269,USA,United States,ENG,0.000000000000000,-92.036335138620998,30.208447733991001,-92.036528760584005,30.208956515514000,-92.037528760583996,-92.035528760584000,30.207956515513999,30.209956515514001,,Commercial,Office,"2600 JOHNSTON STREET, SUITE 200",,,,,Lafayette,LA,70503,,,191500,HOSPICE OF ACADIANA INC,"2600 JOHNSTON STREET, SUITE 200",LA,70503,Lafayette,2/7/1985
World,M,97.969999999999999,A,"3600 Florida St, Baton Rouge, Louisiana, 70806","3600 Florida St, Baton Rouge, LA, 70806, USA",3600 Florida St,PointAddress,,,"3600 Florida St, Baton Rouge, Louisiana, 70806",,,20.000000000000000,,3600,,,,,,,Florida,St,,,,,,,,,3600 Florida St,,,,,Baton Rouge,,East Baton Rouge,Louisiana,LA,,,70806,3889,USA,United States,ENG,0.000000000000000,-91.153129390977995,30.450344430491999,-91.153123272189006,30.450052656442999,-91.154123272188997,-91.152123272189002,30.449052656443001,30.451052656443000,,,,3600 FLORIDA BLVD,,,,,East Baton Rouge,LA,70806,,,191507,THE HOSPICE OF BATON ROUGE,3600 FLORIDA BLVD,LA,70806,East Baton Rouge,6/25/1986
World,M,99.000000000000000,A,"1301 N Race St, Glasgow, Kentucky, 42141","1301 N Race St, Glasgow, KY, 42141, USA",1301 N Race St,StreetAddress,,,"1301 N Race St, Glasgow, Kentucky, 42141",,,20.000000000000000,,1301,1301,1303,1301-1303,L,N,,Race,St,,,,,,,,,1301 N Race St,,,,,Glasgow,,Barren,Kentucky,KY,,,42141,3454,USA,United States,ENG,0.000000000000000,-85.903488875215999,37.010884995646002,-85.903488875215999,37.010884995646002,-85.904488875216003,-85.902488875215994,37.009884995645997,37.011884995646000,,,,1301 NORTH RACE STREET,,,,,Barren,KY,42142,,,181531,T J SAMSON COMMUNITY HOSPITAL HOME CARE HOSPICE,1301 NORTH RACE STREET,KY,42142,Barren,12/10/2003
World,M,100.000000000000000,A,"3525 Bienville St, New Orleans, Louisiana, 70119","3525 Bienville St, New Orleans, LA, 70119, USA",3525 Bienville St,PointAddress,,,"3525 Bienville St, New Orleans, Louisiana, 70119",,,20.000000000000000,,3525,,,,,,,Bienville,St,,,,,,,,,3525 Bienville St,,,,,New Orleans,,Orleans,Louisiana,LA,,,70119,5249,USA,United States,ENG,0.000000000000000,-90.094474735714002,29.973194492036999,-90.094181201465005,29.973618867795000,-90.095181201464996,-90.093181201465001,29.972618867794999,29.974618867795002,,,,3525 BIENVILLE STREET,,,,,Orleans,LA,70119,,,191511,ST MARGARET'S HOME HEALTH AND HOSPICE,3525 BIENVILLE STREET,LA,70119,Orleans,11/10/1987
World,M,100.000000000000000,A,"205 Bayou Gardens Blvd, Suite E, Houma, Louisiana, 70364","205 Bayou Gardens Blvd, Suite E, Houma, LA, 70364, USA","205 Bayou Gardens Blvd, Suite E",Subaddress,,,"205 Bayou Gardens Blvd, Suite E, Houma, Louisiana, 70364",,,20.000000000000000,,205,,,,,,,Bayou Gardens,Blvd,,,,,,Suite,E,Suite E,205 Bayou Gardens Blvd,,,,,Houma,,Terrebonne,Louisiana,LA,,,70364,1477,USA,United States,ENG,0.000000000000000,-90.756012252884005,29.636950422841000,-90.756125743853005,29.637235407548999,-90.757125743852995,-90.755125743853000,29.636235407549002,29.638235407549001,,Commercial,Retail,"205 BAYOU GARDENS BOULEVARD, SUITE E",,,,,Terrebonne,LA,70364,,,191510,HOSPICE OF SOUTH LOUISIANA,"205 BAYOU GARDENS BOULEVARD, SUITE E",LA,70364,Terrebonne,7/13/1987
World,M,100.000000000000000,A,"1000 Howard Ave, Suite 10, New Orleans, Louisiana, 70113","1000 Howard Ave, Suite 10, New Orleans, LA, 70113, USA","1000 Howard Ave, Suite 10",Subaddress,,,"1000 Howard Ave, Suite 10, New Orleans, Louisiana, 70113",,,20.000000000000000,,1000,,,,,,,Howard,Ave,,,,,,Suite,10,Suite 10,1000 Howard Ave,,,,,New Orleans,,Orleans,Louisiana,LA,,,70113,1903,USA,United States,ENG,0.000000000000000,-90.076583563385995,29.945822674755998,-90.076825716569004,29.945497289275000,-90.077825716568995,-90.075825716569000,29.944497289274999,29.946497289275001,,,,"1000 HOWARD AVENUE, 10TH FLOOR",,,,,Orleans,LA,70113,,,191512,NOTRE DAME HOSPICE,"1000 HOWARD AVENUE, 10TH FLOOR",LA,70113,Orleans,2/19/1988
World,M,100.000000000000000,A,"725 W 11th Ave, Covington, Louisiana, 70433","725 W 11th Ave, Covington, LA, 70433, USA",725 W 11th Ave,PointAddress,,,"725 W 11th Ave, Covington, Louisiana, 70433",,,20.000000000000000,,725,,,,,W,,11th,Ave,,,,,,,,,725 W 11th Ave,,,,,Covington,,St. Tammany,Louisiana,LA,,,70433,2317,USA,United States,ENG,0.000000000000000,-90.114011610911007,30.470241015065000,-90.114162820445003,30.469979583505001,-90.115162820444993,-90.113162820444998,30.468979583505000,30.470979583504999,,,,725 W 11TH AVE,,,,,St. Tammany,LA,70433,,,191516,ST TAMMANY HOSPITAL HOSPICE,725 W 11TH AVE,LA,70433,St. Tammany,5/22/1989
World,M,98.829999999999998,A,"4801 Jackson St, #B, Alexandria, Louisiana, 71303","4801 Jackson St, #B, Alexandria, LA, 71303, USA","4801 Jackson St, #B",Subaddress,,,"4801 Jackson St, #B, Alexandria, Louisiana, 71303",,,20.000000000000000,,4801,,,,,,,Jackson,St,,,,,,,B,#B,4801 Jackson St,,,,,Alexandria,,Rapides,Louisiana,LA,,,71303,2508,USA,United States,ENG,0.000000000000000,-92.481957260743997,31.275638687087000,-92.481507236362006,31.275351355445999,-92.482507236361997,-92.480507236362001,31.274351355446001,31.276351355446000,,Commercial,Office,4801 JACKSON STREET EXT SUITE B,,,,,Rapides,LA,71303,,,191519,CHRISTUS HOSPICE&PALLIATIVE CARE ST FRANCES CABR,4801 JACKSON STREET EXT SUITE B,LA,71303,Rapides,2/27/1991
World,M,100.000000000000000,A,"616 E Flournoy Lucas Rd, Shreveport, Louisiana, 71115","616 E Flournoy Lucas Rd, Shreveport, LA, 71115, USA",616 E Flournoy Lucas Rd,StreetAddress,,,"616 E Flournoy Lucas Rd, Shreveport, Louisiana, 71115",,,20.000000000000000,,616,616,698,616-698,L,E,,Flournoy Lucas,Rd,,,,,,,,,616 E Flournoy Lucas Rd,,,,,Shreveport,,Caddo,Louisiana,LA,,,71115,3804,USA,United States,ENG,0.000000000000000,-93.702458282039004,32.400905646879998,-93.702458282039004,32.400905646879998,-93.703458282038994,-93.701458282038999,32.399905646880001,32.401905646880003,,,,616 E FLOURNOY LUCAS ROAD,,,,,Caddo,LA,71115,,,191517,WILLIS KNIGHTON HOSPICE OF LOUISIANA,616 E FLOURNOY LUCAS ROAD,LA,71115,Caddo,7/31/1989
World,M,100.000000000000000,A,"458 Heymann Blvd, Lafayette, Louisiana, 70503","458 Heymann Blvd, Lafayette, LA, 70503, USA",458 Heymann Blvd,StreetAddress,,,"458 Heymann Blvd, Lafayette, Louisiana, 70503",,,20.000000000000000,,458,458,466,458-466,R,,,Heymann,Blvd,,,,,,,,,458 Heymann Blvd,,,,,Lafayette,,Lafayette Parish,Louisiana,LA,,,70503,2617,USA,United States,ENG,0.000000000000000,-92.016721550173003,30.202193064585000,-92.016721550173003,30.202193064585000,-92.017721550172993,-92.015721550172998,30.201193064584999,30.203193064585001,,,,"458 HEYMANN BLVD, BLDG A",,,,,Lafayette,LA,70503,,,191520,ACADIAN HOSPICE AND PALLIATIVE CARE,"458 HEYMANN BLVD, BLDG A",LA,70503,Lafayette,3/18/1991
World,M,100.000000000000000,A,"716 Versailles Blvd, Alexandria, Louisiana, 71303","716 Versailles Blvd, Alexandria, LA, 71303, USA",716 Versailles Blvd,PointAddress,,,"716 Versailles Blvd, Alexandria, Louisiana, 71303",,,20.000000000000000,,716,,,,,,,Versailles,Blvd,,,,,,,,,716 Versailles Blvd,,,,,Alexandria,,Rapides,Louisiana,LA,,,71303,2351,USA,United States,ENG,0.000000000000000,-92.486840054620004,31.273995414969001,-92.486897805932003,31.273758877662001,-92.487897805931993,-92.485897805931998,31.272758877662000,31.274758877661998,,Commercial,Office,716 VERSAILLES BLVD,,,,,Rapides,LA,71303,,,191531,"ST JOSEPH HOSPICE OF CENLA, LLC",716 VERSAILLES BLVD,LA,71303,Rapides,2/2/1995
World,M,100.000000000000000,A,"5105 W Napoleon Ave, Metairie, Louisiana, 70001","5105 W Napoleon Ave, Metairie, LA, 70001, USA",5105 W Napoleon Ave,PointAddress,,,"5105 W Napoleon Ave, Metairie, Louisiana, 70001",,,20.000000000000000,,5105,,,,,W,,Napoleon,Ave,,,,,,,,,5105 W Napoleon Ave,,,,,Metairie,,Jefferson,Louisiana,LA,,,70001,2233,USA,United States,ENG,0.000000000000000,-90.193955102093994,29.994851192456998,-90.193928447641994,29.995232988146999,-90.194928447641999,-90.192928447642004,29.994232988147001,29.996232988147000,,Commercial,Retail,5105 W NAPOLEON AVE,,,,,Jefferson,LA,70001,,,191525,"LAKESIDE HOSPICE, LLC",5105 W NAPOLEON AVE,LA,70001,Jefferson,5/3/1994
World,M,100.000000000000000,A,"15790 Paul Vega Md Dr, Hammond, Louisiana, 70403","15790 Paul Vega Md Dr, Hammond, LA, 70403, USA",15790 Paul Vega Md Dr,PointAddress,,,"15790 Paul Vega Md Dr, Hammond, Louisiana, 70403",,,20.000000000000000,,15790,,,,,,,Paul Vega Md,Dr,,,,,,,,,15790 Paul Vega Md Dr,,,,,Hammond,,Tangipahoa,Louisiana,LA,,,70403,1434,USA,United States,ENG,0.000000000000000,-90.460880580573004,30.465980703227999,-90.461135977162996,30.465970980220000,-90.462135977163001,-90.460135977163006,30.464970980219999,30.466970980220001,,Residential,Single Family,"15790 PAUL VEGA, MD DRIVE",,,,,Tangipahoa,LA,70403,,,191522,NORTH OAKS HOSPICE,"15790 PAUL VEGA, MD DRIVE",LA,70403,Tangipahoa,7/21/1992
World,M,99.810000000000002,A,"233 Pecan Park Ave, Suite C, Alexandria, Louisiana, 71303","233 Pecan Park Ave, Suite C, Alexandria, LA, 71303, USA","233 Pecan Park Ave, Suite C",Subaddress,,,"233 Pecan Park Ave, Suite C, Alexandria, Louisiana, 71303",,,20.000000000000000,,233,,,,,,,Pecan Park,Ave,,,,,,Suite,C,Suite C,233 Pecan Park Ave,,,,,Alexandria,,Rapides,Louisiana,LA,,,71303,3362,USA,United States,ENG,0.000000000000000,-92.489810684923995,31.293329909114998,-92.489512624447002,31.293460080071000,-92.490512624447007,-92.488512624446997,31.292460080070999,31.294460080071001,AND D,Commercial,Office,233 PECAN PARK AVENUE SUITE  C AND D,,,,,Rapides,LA,71303,,,191515,HEART OF HOSPICE,233 PECAN PARK AVENUE SUITE  C AND D,LA,71303,Rapides,3/31/1989
World,M,100.000000000000000,A,"104 Mbl Bank Dr, Minden, Louisiana, 71055","104 Mbl Bank Dr, Minden, LA, 71055, USA",104 Mbl Bank Dr,PointAddress,,,"104 Mbl Bank Dr, Minden, Louisiana, 71055",,,20.000000000000000,,104,,,,,,,Mbl Bank,Dr,,,,,,,,,104 Mbl Bank Dr,,,,,Minden,,Webster,Louisiana,LA,,,71055,2900,USA,United States,ENG,0.000000000000000,-93.270796022037999,32.619664497961999,-93.271367584016005,32.619664497961999,-93.272367584015996,-93.270367584016000,32.618664497962001,32.620664497961997,,Commercial,Retail,104 MBL BANK DRIVE,,,,,Webster,LA,71055,,,191535,AIME HOSPICE CARE,104 MBL BANK DRIVE,LA,71055,Webster,7/6/1995
World,M,98.780000000000001,A,"3829 Gilbert Dr, Shreveport, Louisiana, 71104","3829 Gilbert Dr, Shreveport, LA, 71104, USA",3829 Gilbert Dr,StreetAddress,,,"3829 Gilbert Dr, Shreveport, Louisiana, 71104",,,20.000000000000000,,3829,3825,3875,3825-3875,L,,,Gilbert,Dr,,,,,,,,,3829 Gilbert Dr,,,,,Shreveport,,Caddo,Louisiana,LA,,,71104,5005,USA,United States,ENG,0.000000000000000,-93.737248758198007,32.471902876256003,-93.737248758198007,32.471902876256003,-93.738248758197997,-93.736248758198002,32.470902876255998,32.472902876256001,,,,3829 GILBERT,,,,,Caddo,LA,71104,,,191537,HOSPICE OF SHREVEPORT BOSSIER,3829 GILBERT,LA,71104,Caddo,9/6/1995
World,M,100.000000000000000,A,"4017 Common St, Lake Charles, Louisiana, 70607","4017 Common St, Lake Charles, LA, 70607, USA",4017 Common St,PointAddress,,,"4017 Common St, Lake Charles, Louisiana, 70607",,,20.000000000000000,,4017,,,,,,,Common,St,,,,,,,,,4017 Common St,,,,,Lake Charles,,Calcasieu,Louisiana,LA,,,70607,2942,USA,United States,ENG,0.000000000000000,-93.213923970802995,30.184900621038000,-93.213511329708993,30.184912774798001,-93.214511329708998,-93.212511329709002,30.183912774797999,30.185912774797998,,Commercial,Retail,4017 COMMON STREET,,,,,Calcasieu,LA,70607,,,191534,AMEDISYS HOSPICE,4017 COMMON STREET,LA,70607,Calcasieu,5/23/1995
World,M,100.000000000000000,A,"425 Ashley Ridge Blvd, Shreveport, Louisiana, 71106","425 Ashley Ridge Blvd, Shreveport, LA, 71106, USA",425 Ashley Ridge Blvd,PointAddress,,,"425 Ashley Ridge Blvd, Shreveport, Louisiana, 71106",,,20.000000000000000,,425,,,,,,,Ashley Ridge,Blvd,,,,,,,,,425 Ashley Ridge Blvd,,,,,Shreveport,,Caddo,Louisiana,LA,,,71106,7226,USA,United States,ENG,0.000000000000000,-93.733043062377007,32.416230385386001,-93.733721828895000,32.415986807278998,-93.734721828895999,-93.732721828894995,32.414986807279000,32.416986807279002,,Commercial,,425 ASHLEY  RIDGE BLVD SUITE 240,,,,,Caddo,LA,71106,,,191533,AMEDISYS HOSPICE,425 ASHLEY  RIDGE BLVD SUITE 240,LA,71106,Caddo,3/27/1995
World,M,100.000000000000000,A,"13702 Coursey Blvd, Bldg 5, Baton Rouge, Louisiana, 70817","13702 Coursey Blvd, Bldg 5, Baton Rouge, LA, 70817, USA","13702 Coursey Blvd, Bldg 5",Subaddress,,,"13702 Coursey Blvd, Bldg 5, Baton Rouge, Louisiana, 70817",,,20.000000000000000,,13702,,,,,,,Coursey,Blvd,,Bldg,5,,,,,Bldg 5,13702 Coursey Blvd,,,,,Baton Rouge,,East Baton Rouge,Louisiana,LA,,,70817,1370,USA,United States,ENG,0.000000000000000,-91.024521994881994,30.408078558001002,-91.024529622412999,30.406791181492999,-91.025529622413003,-91.023529622412994,30.405791181493001,30.407791181493000,,,,"13702 COURSEY BLVD BLDG 5, STE B",,,,,East Baton Rouge,LA,70817,,,191539,BRIDGEWAY HEALTHCARE&HOSPICE,"13702 COURSEY BLVD BLDG 5, STE B",LA,70817,East Baton Rouge,6/7/1996
World,M,100.000000000000000,A,"3503 Parliament Ct, Alexandria, Louisiana, 71303","3503 Parliament Ct, Alexandria, LA, 71303, USA",3503 Parliament Ct,PointAddress,,,"3503 Parliament Ct, Alexandria, Louisiana, 71303",,,20.000000000000000,,3503,,,,,,,Parliament,Ct,,,,,,,,,3503 Parliament Ct,,,,,Alexandria,,Rapides,Louisiana,LA,,,71303,3135,USA,United States,ENG,0.000000000000000,-92.476775735838999,31.286278130153999,-92.476548083348007,31.286381227563002,-92.477548083347997,-92.475548083348002,31.285381227563001,31.287381227562999,,Commercial,Office,3503 PARLIAMENT COURT,,,,,Rapides,LA,71303,,,191547,"FAITH FOUNDATION HOSPICE, INC",3503 PARLIAMENT COURT,LA,71303,Rapides,9/19/1996
World,M,100.000000000000000,A,"426 Heather Dr, Opelousas, Louisiana, 70570","426 Heather Dr, Opelousas, LA, 70570, USA",426 Heather Dr,StreetAddress,,,"426 Heather Dr, Opelousas, Louisiana, 70570",,,20.000000000000000,,426,340,598,340-598,R,,,Heather,Dr,,,,,,,,,426 Heather Dr,,,,,Opelousas,,St. Landry,Louisiana,LA,,,70570,,USA,United States,ENG,0.000000000000000,-92.082348256265007,30.507592342864999,-92.082348256265007,30.507592342864999,-92.083348256264998,-92.081348256265002,30.506592342865002,30.508592342865001,,,,426 HEATHER DRIVE,,,,,St. Landry,LA,70570,,,191542,LOUISIANA HOSPICE AND PALLIATIVE CARE,426 HEATHER DRIVE,LA,70570,St. Landry,8/1/1996
World,M,100.000000000000000,A,"510 Trenton St, West Monroe, Louisiana, 71291","510 Trenton St, West Monroe, LA, 71291, USA",510 Trenton St,PointAddress,,,"510 Trenton St, West Monroe, Louisiana, 71291",,,20.000000000000000,,510,,,,,,,Trenton,St,,,,,,,,,510 Trenton St,,,,,West Monroe,,Ouachita,Louisiana,LA,,,71291,3034,USA,United States,ENG,0.000000000000000,-92.125941203965994,32.503654222239000,-92.125485228433007,32.504090751756003,-92.126485228432998,-92.124485228433002,32.503090751755998,32.505090751756001,,Commercial,,510 TRENTON ST SUITE 100,,,,,Ouachita,LA,71291,,,191541,AIME HOSPICE CARE,510 TRENTON ST SUITE 100,LA,71291,Ouachita,6/3/1996
